4.288182	7.634399	0.5 0
25.406132	27.286416	1 0.2
27.290061	29.411444	0.8 0.1
29.413967	32.905964	0.6 0
33.991466	38.064342	1.5 0
42.424293	44.304577	1 0.2
44.307100	46.428483	0.8 0.1
46.429885	49.921882	0.6 0
67.985175	68.769025	0 -0.5
68.777996	84.990440	-0.5 -0.5
85.026886	87.094548	1.5 0.5
87.094548	93.478584	0.5 0.5
93.478584	94.510395	1 0.5
94.510395	101.991097	0.5 0.5
101.991097	103.547340	1.25 0.5
103.547340	110.495224	0.5 0.5
110.495224	111.561979	1 0.5
111.561979	118.792206	0.5 0.5
