8.342450	10.436152	0.5 0
25.041059	33.382437	0 0.5
33.382437	35.496513	1.5 0.75
35.496513	45.914428	0.75 0.75
45.914428	49.219492	0.75 0
49.219492	50.441254	0 0.5
50.441254	70.383780	0.5 0.5
70.383780	73.590574	0.5 0
79.970169	82.063871	0.5 0
96.668777	105.010156	0 0.5
105.010156	107.124232	1.5 0.75
107.124232	117.542146	0.75 0.75
117.542146	120.847211	0.75 0
120.847211	122.068972	0 0.5
122.068972	142.011499	0.5 0.5
142.011499	145.218293	0.5 0
