38.999590	40.003368	0 1
40.003368	88.006717	1 1
88.006717	89.916794	1 0
116.094456	120.000221	0 1
120.000221	144.098379	1.5 1.5
144.098379	148.065636	1.5 0
190.999799	192.003576	0 1
192.003576	240.006926	1 1
240.006926	241.917003	1 0
268.094665	272.000429	0 1
272.000429	296.098588	1.5 1.5
296.098588	300.065845	1.5 0
